1514764800,1514764800,10000.0022,0.001,1,ask
1514764815,1514764815,10000.0001,0.0001,1,bid
1514764830,1514764830,10000.2022,1.0E-5,1,ask
1514764845,1514764845,10000.0505,1.0E-6,1,bid
1514764860,1514764860,10000.0022,0.001,1,ask
1514764875,1514764875,10000.0001,0.0001,1,bid
1514764890,1514764890,10000.2022,1.0E-5,1,ask
1514764905,1514764905,10000.0505,1.0E-6,1,bid
1514764920,1514764920,10000.0022,0.001,1,ask
1514764935,1514764935,10000.0001,0.0001,1,bid
1514764950,1514764950,10000.2022,1.0E-5,1,ask
1514764965,1514764965,10000.0505,1.0E-6,1,bid
1514764980,1514764980,10000.0022,0.001,1,ask
1514764995,1514764995,10000.0001,0.0001,1,bid
1514765010,1514765010,10000.2022,1.0E-5,1,ask
1514765025,1514765025,10000.0505,1.0E-6,1,bid
1514765040,1514765040,10000.0022,0.001,1,ask
1514765055,1514765055,10000.0001,0.0001,1,bid
1514765070,1514765070,10000.2022,1.0E-5,1,ask
1514765085,1514765085,10000.0505,1.0E-6,1,bid
1514765100,1514765100,10000.0022,0.001,1,ask
1514765115,1514765115,10000.0001,0.0001,1,bid
1514765130,1514765130,10000.2022,1.0E-5,1,ask
1514765145,1514765145,10000.0505,1.0E-6,1,bid
1514765160,1514765160,10000.0022,0.001,1,ask
1514765175,1514765175,10000.0001,0.0001,1,bid
1514765190,1514765190,10000.2022,1.0E-5,1,ask
1514765205,1514765205,10000.0505,1.0E-6,1,bid
1514765220,1514765220,10000.0022,0.001,1,ask
1514765235,1514765235,10000.0001,0.0001,1,bid
1514765250,1514765250,10000.2022,1.0E-5,1,ask
1514765265,1514765265,10000.0505,1.0E-6,1,bid
1514765280,1514765280,10000.0022,0.001,1,ask
1514765295,1514765295,10000.0001,0.0001,1,bid
1514765310,1514765310,10000.2022,1.0E-5,1,ask
1514765325,1514765325,10000.0505,1.0E-6,1,bid
1514765340,1514765340,10000.0022,0.001,1,ask
1514765355,1514765355,10000.0001,0.0001,1,bid
1514765370,1514765370,10000.2022,1.0E-5,1,ask
1514765385,1514765385,10000.0505,1.0E-6,1,bid
1514765400,1514765400,10000.0022,0.001,1,ask
1514765415,1514765415,10000.0001,0.0001,1,bid
1514765430,1514765430,10000.2022,1.0E-5,1,ask
1514765445,1514765445,10000.0505,1.0E-6,1,bid
1514765460,1514765460,10000.0022,0.001,1,ask
1514765475,1514765475,10000.0001,0.0001,1,bid
1514765490,1514765490,10000.2022,1.0E-5,1,ask
1514765505,1514765505,10000.0505,1.0E-6,1,bid
1514765520,1514765520,10000.0022,0.001,1,ask
1514765535,1514765535,10000.0001,0.0001,1,bid
1514765550,1514765550,10000.2022,1.0E-5,1,ask
1514765565,1514765565,10000.0505,1.0E-6,1,bid
1514765580,1514765580,10000.0022,0.001,1,ask
1514765595,1514765595,10000.0001,0.0001,1,bid
1514765610,1514765610,10000.2022,1.0E-5,1,ask
1514765625,1514765625,10000.0505,1.0E-6,1,bid
1514765640,1514765640,10000.0022,0.001,1,ask
1514765655,1514765655,10000.0001,0.0001,1,bid
1514765670,1514765670,10000.2022,1.0E-5,1,ask
1514765685,1514765685,10000.0505,1.0E-6,1,bid
1514765700,1514765700,10000.0022,0.001,1,ask
1514765715,1514765715,10000.0001,0.0001,1,bid
1514765730,1514765730,10000.2022,1.0E-5,1,ask
1514765745,1514765745,10000.0505,1.0E-6,1,bid
1514765760,1514765760,10000.0022,0.001,1,ask
1514765775,1514765775,10000.0001,0.0001,1,bid
1514765790,1514765790,10000.2022,1.0E-5,1,ask
1514765805,1514765805,10000.0505,1.0E-6,1,bid
1514765820,1514765820,10000.0022,0.001,1,ask
1514765835,1514765835,10000.0001,0.0001,1,bid
1514765850,1514765850,10000.2022,1.0E-5,1,ask
1514765865,1514765865,10000.0505,1.0E-6,1,bid
1514765880,1514765880,10000.0022,0.001,1,ask
1514765895,1514765895,10000.0001,0.0001,1,bid
1514765910,1514765910,10000.2022,1.0E-5,1,ask
1514765925,1514765925,10000.0505,1.0E-6,1,bid
1514765940,1514765940,10000.0022,0.001,1,ask
1514765955,1514765955,10000.0001,0.0001,1,bid
1514765970,1514765970,10000.2022,1.0E-5,1,ask
1514765985,1514765985,10000.0505,1.0E-6,1,bid
1514766000,1514766000,10000.0022,0.001,1,ask
1514766015,1514766015,10000.0001,0.0001,1,bid
1514766030,1514766030,10000.2022,1.0E-5,1,ask
1514766045,1514766045,10000.0505,1.0E-6,1,bid
1514766060,1514766060,10000.0022,0.001,1,ask
1514766075,1514766075,10000.0001,0.0001,1,bid
1514766090,1514766090,10000.2022,1.0E-5,1,ask
1514766105,1514766105,10000.0505,1.0E-6,1,bid
1514766120,1514766120,10000.0022,0.001,1,ask
1514766135,1514766135,10000.0001,0.0001,1,bid
1514766150,1514766150,10000.2022,1.0E-5,1,ask
1514766165,1514766165,10000.0505,1.0E-6,1,bid
1514766180,1514766180,10000.0022,0.001,1,ask
1514766195,1514766195,10000.0001,0.0001,1,bid
1514766210,1514766210,10000.2022,1.0E-5,1,ask
1514766225,1514766225,10000.0505,1.0E-6,1,bid
1514766240,1514766240,10000.0022,0.001,1,ask
1514766255,1514766255,10000.0001,0.0001,1,bid
1514766270,1514766270,10000.2022,1.0E-5,1,ask
1514766285,1514766285,10000.0505,1.0E-6,1,bid
1514766300,1514766300,10000.0022,0.001,1,ask
1514766315,1514766315,10000.0001,0.0001,1,bid
1514766330,1514766330,10000.2022,1.0E-5,1,ask
1514766345,1514766345,10000.0505,1.0E-6,1,bid
1514766360,1514766360,10000.0022,0.001,1,ask
1514766375,1514766375,10000.0001,0.0001,1,bid
1514766390,1514766390,10000.2022,1.0E-5,1,ask
1514766405,1514766405,10000.0505,1.0E-6,1,bid
1514766420,1514766420,10000.0022,0.001,1,ask
1514766435,1514766435,10000.0001,0.0001,1,bid
1514766450,1514766450,10000.2022,1.0E-5,1,ask
1514766465,1514766465,10000.0505,1.0E-6,1,bid
1514766480,1514766480,10000.0022,0.001,1,ask
1514766495,1514766495,10000.0001,0.0001,1,bid
1514766510,1514766510,10000.2022,1.0E-5,1,ask
1514766525,1514766525,10000.0505,1.0E-6,1,bid
1514766540,1514766540,10000.0022,0.001,1,ask
1514766555,1514766555,10000.0001,0.0001,1,bid
1514766570,1514766570,10000.2022,1.0E-5,1,ask
1514766585,1514766585,10000.0505,1.0E-6,1,bid
1514766600,1514766600,10000.0022,0.001,1,ask
1514766615,1514766615,10000.0001,0.0001,1,bid
1514766630,1514766630,10000.2022,1.0E-5,1,ask
1514766645,1514766645,10000.0505,1.0E-6,1,bid
1514766660,1514766660,10000.0022,0.001,1,ask
1514766675,1514766675,10000.0001,0.0001,1,bid
1514766690,1514766690,10000.2022,1.0E-5,1,ask
1514766705,1514766705,10000.0505,1.0E-6,1,bid
1514766720,1514766720,10000.0022,0.001,1,ask
1514766735,1514766735,10000.0001,0.0001,1,bid
1514766750,1514766750,10000.2022,1.0E-5,1,ask
1514766765,1514766765,10000.0505,1.0E-6,1,bid
1514766780,1514766780,10000.0022,0.001,1,ask
1514766795,1514766795,10000.0001,0.0001,1,bid
1514766810,1514766810,10000.2022,1.0E-5,1,ask
1514766825,1514766825,10000.0505,1.0E-6,1,bid
1514766840,1514766840,10000.0022,0.001,1,ask
1514766855,1514766855,10000.0001,0.0001,1,bid
1514766870,1514766870,10000.2022,1.0E-5,1,ask
1514766885,1514766885,10000.0505,1.0E-6,1,bid
1514766900,1514766900,10000.0022,0.001,1,ask
1514766915,1514766915,10000.0001,0.0001,1,bid
1514766930,1514766930,10000.2022,1.0E-5,1,ask
1514766945,1514766945,10000.0505,1.0E-6,1,bid
1514766960,1514766960,10000.0022,0.001,1,ask
1514766975,1514766975,10000.0001,0.0001,1,bid
1514766990,1514766990,10000.2022,1.0E-5,1,ask
1514767005,1514767005,10000.0505,1.0E-6,1,bid
1514767020,1514767020,10000.0022,0.001,1,ask
1514767035,1514767035,10000.0001,0.0001,1,bid
1514767050,1514767050,10000.2022,1.0E-5,1,ask
1514767065,1514767065,10000.0505,1.0E-6,1,bid
1514767080,1514767080,10000.0022,0.001,1,ask
1514767095,1514767095,10000.0001,0.0001,1,bid
1514767110,1514767110,10000.2022,1.0E-5,1,ask
1514767125,1514767125,10000.0505,1.0E-6,1,bid
1514767140,1514767140,10000.0022,0.001,1,ask
1514767155,1514767155,10000.0001,0.0001,1,bid
1514767170,1514767170,10000.2022,1.0E-5,1,ask
1514767185,1514767185,10000.0505,1.0E-6,1,bid
1514767200,1514767200,10000.0022,0.001,1,ask
1514767215,1514767215,10000.0001,0.0001,1,bid
1514767230,1514767230,10000.2022,1.0E-5,1,ask
1514767245,1514767245,10000.0505,1.0E-6,1,bid
1514767260,1514767260,10000.0022,0.001,1,ask
1514767275,1514767275,10000.0001,0.0001,1,bid
1514767290,1514767290,10000.2022,1.0E-5,1,ask
1514767305,1514767305,10000.0505,1.0E-6,1,bid
1514767320,1514767320,10000.0022,0.001,1,ask
1514767335,1514767335,10000.0001,0.0001,1,bid
1514767350,1514767350,10000.2022,1.0E-5,1,ask
1514767365,1514767365,10000.0505,1.0E-6,1,bid
1514767380,1514767380,10000.0022,0.001,1,ask
1514767395,1514767395,10000.0001,0.0001,1,bid
1514767410,1514767410,10000.2022,1.0E-5,1,ask
1514767425,1514767425,10000.0505,1.0E-6,1,bid
1514767440,1514767440,10000.0022,0.001,1,ask
1514767455,1514767455,10000.0001,0.0001,1,bid
1514767470,1514767470,10000.2022,1.0E-5,1,ask
1514767485,1514767485,10000.0505,1.0E-6,1,bid
1514767500,1514767500,10000.0022,0.001,1,ask
1514767515,1514767515,10000.0001,0.0001,1,bid
1514767530,1514767530,10000.2022,1.0E-5,1,ask
1514767545,1514767545,10000.0505,1.0E-6,1,bid
1514767560,1514767560,10000.0022,0.001,1,ask
1514767575,1514767575,10000.0001,0.0001,1,bid
1514767590,1514767590,10000.2022,1.0E-5,1,ask
1514767605,1514767605,10000.0505,1.0E-6,1,bid
1514767620,1514767620,10000.0022,0.001,1,ask
1514767635,1514767635,10000.0001,0.0001,1,bid
1514767650,1514767650,10000.2022,1.0E-5,1,ask
1514767665,1514767665,10000.0505,1.0E-6,1,bid
1514767680,1514767680,10000.0022,0.001,1,ask
1514767695,1514767695,10000.0001,0.0001,1,bid
1514767710,1514767710,10000.2022,1.0E-5,1,ask
1514767725,1514767725,10000.0505,1.0E-6,1,bid
1514767740,1514767740,10000.0022,0.001,1,ask
1514767755,1514767755,10000.0001,0.0001,1,bid
1514767770,1514767770,10000.2022,1.0E-5,1,ask
1514767785,1514767785,10000.0505,1.0E-6,1,bid
1514767800,1514767800,10000.0022,0.001,1,ask
1514767815,1514767815,10000.0001,0.0001,1,bid
1514767830,1514767830,10000.2022,1.0E-5,1,ask
1514767845,1514767845,10000.0505,1.0E-6,1,bid
1514767860,1514767860,10000.0022,0.001,1,ask
1514767875,1514767875,10000.0001,0.0001,1,bid
